user_id,sex,bdate,city
181829813,1,,Unknown
181966097,1,,Unknown
182282260,1,,Николаев
182719135,2,10.10,Иваново
182977925,1,,Костомукша
183043598,1,12.8.1965,Южно-Сахалинск
183263162,1,,Воркута
183316480,2,16.1.1979,Пермь
183488071,1,,Санкт-Петербург
183519615,2,,Unknown
183903559,2,8.5,Unknown
184271492,1,25.6.1993,Unknown
184337538,1,1.12,Unknown
184964665,2,,Unknown
184968651,1,,Unknown
185218501,2,,Unknown
185392908,2,25.2.1990,Beijing
185607083,2,29.1.1970,Обнинск
185848496,1,,Улан-Удэ
185966026,1,12.3.1972,Красногорский
185971384,1,1.1.1901,La Paz
186012424,1,,Мирный
186055775,2,18.3.1974,Смоленск
186285826,1,,Unknown
186497859,2,13.6.2008,Киев
186805712,1,26.8,Кемерово
186831312,1,23.3,Алтайское
186848567,2,25.12.1971,Chicago
186947786,2,,Unknown
187087072,1,,Unknown
187126452,1,24.7,Минск
187266017,1,,Нижний Новгород
187382718,1,8.2.1982,Киев
187486281,1,11.7,Казань
187733208,2,,Челябинск
188166142,1,,Unknown
188195462,2,,Unknown
188426711,1,4.8.1971,Курагино
188488830,1,14.4,Джанкой
188562165,1,8.1.1969,Омск
188792999,1,10.2.1983,Unknown
189135569,2,,Минск
189277698,2,,Минск
189319835,1,,Оренбург
189807861,2,6.9.1989,Бийск
190199007,1,22.7,Санкт-Петербург
190343731,2,,Днепр (Днепропетровск)
190528078,1,17.12.1993,Ставрополь
190952390,1,2.5.1963,София
191025291,1,23.6,Курган
191264584,1,9.9,Unknown
191457725,1,3.3.1976,Киев
191557392,1,1.1,Киев
191570727,2,21.2,Unknown
192038715,1,,Екатеринбург
192215664,2,31.10.1985,Тамбов
192662890,1,19.5.1964,Ивано-Франковск
192745877,1,25.3,Мурманск
192767702,1,,Казань
193039969,1,8.7,Unknown
193055517,2,,Unknown
193111353,2,2.9.1967,Алматы
193136281,1,,Крымск
193269610,1,4.9,Брянск
193385160,2,31.8.1995,Екатеринбург
193481622,1,26.12,Санкт-Петербург
194088699,2,,Москва
194110549,1,,Москва
194603728,2,26.2,Сочи
194663832,2,,Ставрополь
194745775,1,16.1.1970,Сызрань
194825193,1,24.3,Псков
194875017,1,,Луганск
195063149,2,29.1.1901,Unknown
195124037,1,29.1,Екатеринбург
195259492,1,15.10.1958,Бологое
195600131,2,5.1.1980,Брянск
195631131,2,,Тольятти
195790225,1,,Алматы
195812441,1,3.5.1963,Тюмень
195830792,1,,Unknown
196044638,2,,Челябинск
196178366,2,17.12,Пермь
196209963,1,8.4.1971,Пангоды
196451712,2,3.9.1989,Unknown
196800664,2,,Нижний Новгород
196858397,1,18.2,Учалы
196922835,1,,Каневская
197168821,1,21.5,Саратов
197174062,1,31.1,Львов
197412077,1,,Ростов-на-Дону
197611928,1,29.12.1977,Unknown
197816481,1,,Львов
198165732,1,8.1.1980,Unknown
198233377,2,12.8,Москва
198282701,2,20.2,Киев
198345162,1,2.1,Семей
198462484,1,13.7.1990,Екатеринбург
198630780,1,,Москва
199045201,1,27.2,Unknown
199283968,2,,Симферополь
199333759,2,26.1,New York City
199353524,1,31.10,Санкт-Петербург
199409691,1,23.4,Тирасполь
199543885,2,13.9,Москва
199547959,1,5.11,Луга
200166506,1,,Донецк
200324559,1,2.9,Unknown
200343710,1,31.5.1984,Иркутск
200385592,2,31.12,Санкт-Петербург
200450191,2,1.1,Нижний Новгород
200520256,1,2.12,Сочи
200609148,1,15.6,Пестово
200686532,1,3.3.1971,Unknown
200806093,2,,Unknown
200816222,1,,Санкт-Петербург
201003075,1,29.3.1976,Набережные Челны
201267654,2,,Unknown
201298774,1,,Кокшетау
201360669,1,1.10,Ульяновск
201450295,2,6.6.1988,Санкт-Петербург
201461044,1,24.3.2004,Unknown
201708186,2,22.1,Заинск
202064004,1,,Unknown
202095647,1,16.11.1982,Новосибирск
202109954,1,,Санкт-Петербург
202146135,1,24.10.1981,İstanbul
202158044,1,21.4.1973,Unknown
202270969,1,6.10,Unknown
202629574,1,7.12.1961,Санкт-Петербург
202707811,1,12.11.1990,Санкт-Петербург
202833381,2,27.7.1991,Надым
202841189,1,30.10.1964,Жетиген
203131828,2,5.4,Иркутск
203139593,1,4.1.2007,Москва
203264742,1,,Unknown
204031069,1,9.5,Екатеринбург
204286480,1,,Санкт-Петербург
204670253,1,,Луга
204891707,1,,Архангельск
205000063,1,12.5.1964,Челябинск
205440322,1,16.11,Березовский
205534099,1,,Донецк
205563991,1,6.11.1963,Омск
205615134,2,22.3.1977,Berlin
205730028,1,,Unknown
205798419,1,27.7,Unknown
205818613,1,,Unknown
206036235,2,26.1.1987,Томск
206078493,2,,Unknown
206188840,1,2.2,Абакан
206423367,2,,Омск
206446031,2,26.9,Астана
206481349,1,25.7,Пермь
206605538,1,19.4,Саранск
206767767,1,,Москва
207601726,1,1.7,Unknown
207872215,1,4.7.1961,Алапаевск
208024713,2,27.9,Краснодар
208285793,1,,Ульяновск
208560007,1,20.8.1983,Березники
208606636,1,16.6,Уфа
208714079,1,13.6.1985,Мурманск
208958143,2,12.3.1993,Киев
208967435,1,30.5,Барнаул
209116960,1,,Verona
209200955,2,15.2,Йошкар-Ола
209303028,1,7.7,Ростов-на-Дону
209482009,2,5.1.1994,Москва
209529001,1,10.10.1974,Челябинск
209781037,1,5.2.1988,Palermo
209837184,1,15.2,Кемь
209881811,1,11.6.1966,Unknown
210146985,1,,Москва
210207953,1,5.9.1970,Магнитогорск
210367258,2,17.1.2008,Волгоград
210584092,2,4.9.1988,Барнаул
210667292,2,,Unknown
210804222,2,19.10.1967,Саки
210900149,1,,Челябинск
211046953,2,,Unknown
211052674,1,18.6,Unknown
211143397,1,,Москва
211377729,1,22.5,Киров
211378094,1,25.4,Санкт-Петербург
211655770,2,,Москва
211968417,2,23.9.1979,Воронеж
212362917,1,25.6.1978,Unknown
212482392,1,3.1.1986,Москва
212483927,1,,Павловск
212634360,2,2.5.1970,Ангарск
212702264,1,2.11,Харьков
212883262,1,1.1,Смоленск
212950354,1,6.2,Unknown
213028045,1,12.7.1992,Unknown
213200764,1,8.12,Екатеринбург
213404429,1,10.1.1987,Воронеж
213626015,1,21.4,Павлово
213689311,1,15.1,Еманжелинск
213772711,1,1.4.1964,Dormagen
213861722,1,6.2.1970,Кумертау
214584567,1,29.7.1971,Первоуральск
215231251,2,,Unknown
215264577,1,29.1,Рубцовск
215411471,2,,Казань
215483400,1,27.7,Гремячинск
215491047,1,,Харьков
215663200,2,,Киев
215821073,1,15.7,Томск
216245350,1,21.1,Красноярск
217021537,2,10.10.1945,Каменское / Днепродзержинск
217032179,1,11.4,Нижний Новгород
217777569,2,,Unknown
217808517,1,1.2,Волгодонск
218028740,2,9.9,Unknown
218165616,2,8.7,Баку
218195908,1,11.2.1989,Wuppertal
218397371,2,11.11,Москва
219034720,1,,Unknown
219061082,2,30.6,Красноярск
219118698,1,7.1,Москва
219305310,1,20.9,Unknown
219477194,2,23.7,Unknown
219679440,1,,Unknown
219898146,1,4.4,Краснодар
220567969,2,,Можайск
220850760,2,,Unknown
220961337,1,21.10.1966,Пойковский
221266879,1,19.5.1962,Unknown
221397586,1,28.9.1948,Казань
221463768,2,8.1,Киров
221534705,1,12.11.1971,Балашиха
221655919,2,3.4.1969,Unknown
221821757,2,16.1,Unknown
222129474,2,1.1.1901,Москва
222166494,1,19.2.1976,Пермь
222509640,2,,Крабозаводское
222565653,1,21.6.1961,Unknown
222623005,1,19.12,Иркутск
222712133,1,,Unknown
222788087,2,,Ялта
223423429,1,,Unknown
223439675,2,21.4,Челябинск
224164968,1,19.9.1967,Минск
224223459,2,,Иркутск
224262242,2,10.8.1985,Воркута
224831796,1,7.7,Unknown
225057549,2,,Unknown
225058697,1,9.5.1997,Unknown
225196708,2,26.7.1982,Toronto
225383017,2,4.6.1992,Unknown
225574080,2,29.8.1984,Unknown
225590148,1,,Unknown
225801285,2,20.7.1994,Павловский Посад
225940690,1,,Unknown
226015746,1,,Unknown
226033237,2,,Одесса
226862986,1,,Москва
227028545,1,24.6,Кривой Рог
227204881,1,8.9,Днепр (Днепропетровск)
227718543,2,20.3.1979,Томск
227832010,1,,Unknown
227950962,1,,Калуга
227978149,1,27.7,Unknown
227995810,2,18.10,Unknown
228244421,1,2.1.1968,Барнаул
228450699,1,,Unknown
228471834,1,2.1.1943,Уфа
228686675,2,,Красноярск
229041618,1,,Мурманск
229486021,1,,Москва
229609251,1,8.3,Одесса
229878400,1,,Дзержинск
229897142,1,,Санкт-Петербург
230069828,1,,Тюмень
230122559,1,8.9.1972,Калтан
230134520,1,,Краснодар
230457193,1,,Unknown
230577385,1,,Челябинск
230926368,1,22.10,Екатеринбург
231033955,1,7.11,Томск
231038407,2,1.11.1975,Вилючинск
231212443,1,,Санкт-Петербург
231316104,1,21.11,Краснодар
231629970,2,,Unknown
231790649,1,30.9,Санкт-Петербург
232082055,2,6.6.1970,Екатеринбург
232123034,2,7.5.1991,Мариуполь
232125101,2,,Калуга
232409988,0,,Unknown
232427073,2,,Самара
232664717,1,2.5.1989,Екатеринбург
232759965,1,4.5,Unknown
233144274,2,,Unknown
233217705,1,27.9,Курган
233220320,1,21.7,Санкт-Петербург
233247843,2,24.3,Warszawa
233318664,1,16.5.1956,Иркутск
233368427,2,4.5,Москва
233532562,2,,Санкт-Петербург
233812580,1,,Unknown
233825338,2,,Москва
233873595,2,,Москва
234434630,1,4.8,Белгород-Днестровский
234497256,2,,Unknown
234633605,2,23.12,Барнаул
234801924,2,,Unknown
234866143,1,17.7.1967,Пышма
235076152,1,28.7,Владивосток
235160467,1,,Unknown
235360295,2,29.10,Москва
235452503,1,16.2,Петрозаводск
235594250,2,5.10,Unknown
236371776,1,,Unknown
236890268,1,,Кызыл
237322441,1,16.4,Екатеринбург
237396671,2,,Unknown
237592013,1,1.1.1981,Москва
237654556,1,,Кызыл
237715062,1,13.4.1962,Мозырь
237762926,2,21.8.1984,Минск
237775108,1,29.8.1988,Екатеринбург
238144202,2,20.2.1976,Unknown
238748608,1,,Unknown
238834625,1,22.10.1960,Unknown
239056224,2,14.2.1987,Барнаул
239076056,2,,Зеленоградск
239420914,2,22.9.1974,Мариуполь
239433976,1,28.4,Калининград
240481119,2,12.2,Ярославль
240482507,1,,Москва
240845306,2,3.2,Шебекино
240907627,2,28.11,Новосибирск
241017617,1,10.12.1974,Альметьевск
241422888,2,18.1.1910,Ростов-на-Дону
241817247,2,13.10,Нижний Новгород
241876372,1,19.6.1985,Владивосток
242118514,1,,Санкт-Петербург
242252958,1,12.12.1930,Unknown
242547375,1,,Туркменабад
242592379,1,5.9.1970,Караганда
242629420,1,15.9,Москва
242823884,2,26.11.1917,Unknown
242859968,2,9.12.1988,Барнаул
242941744,1,,Киев
243075411,1,,Краматорск
243118746,2,27.12,Чебоксары
243286792,1,28.8,Самара
243556522,1,22.10,Первоуральск
244131428,1,,Santa Paula
244181403,1,,Ижевск
244230224,1,14.8.1956,Unknown
244723147,2,,Unknown
244907791,1,25.1,Unknown
244980950,1,,Новочебоксарск
245048827,1,,Unknown
246463882,1,7.8.1967,Орёл
246542255,1,,Москва
246555183,1,23.3,Münster
246770419,1,9.8.1989,Химки
246844793,2,,Unknown
246898858,1,26.12,Бугульма
247001296,1,25.1.1967,Сургут
247223289,2,,Unknown
247300936,1,22.11,Запорожье
247434588,1,1.7,Луганск
247703843,1,18.7.1993,Минск
247705850,1,,Калуга
247724091,2,,Unknown
247909306,2,,Боровичи
248017749,2,7.7,Красноярск
248189334,2,,Unknown
248209067,1,12.8,Екатеринбург
248508419,2,14.5.1977,Арсеньев
248956150,1,23.8,Unknown
248971654,1,,Москва
249651631,1,,Киев
249936192,1,1.6.1960,Unknown
249990617,2,5.12,Тель-Авив
250338030,1,12.11,Новосибирск
250443819,1,29.6,Москва
250494967,1,10.6.1968,Санкт-Петербург
250690013,1,,Unknown
250805778,1,18.5,Барнаул
250859427,2,,Краснодар
251130124,1,,Анапа
251158771,2,,Unknown
251362492,2,23.12,Екатеринбург
251403080,1,17.8.1974,Брянск
251646665,2,31.5.1980,Москва
251818163,1,10.5.1988,Москва
251855270,2,,Unknown
252072689,1,25.10,Белореченск
252120603,2,22.8,Sinŭiju
252406792,1,29.4,Славянск
252569448,2,5.6,Барановичи
253308569,1,,Unknown
253309445,1,,Минск
253377704,1,,Unknown
253635713,2,8.8.1974,Щелково
253726190,1,30.7.1986,Волжский
253808279,1,29.4,Иваново
254095147,1,15.1,Подольск
254246297,1,24.3.1978,Ставрополь
254309869,2,,Unknown
254708224,1,25.8.1960,Иркутск
254901304,1,,Unknown
255278290,2,,Unknown
255718336,2,2.1,Москва
255912233,1,16.11.1969,Краснодар
256134336,1,9.8,Львов
256554998,1,,Unknown
256875301,2,,Москва
256952619,1,12.10,Unknown
257015591,1,13.2,Томск
257025326,1,2.11.1995,Санкт-Петербург
257029696,2,,Unknown
257291342,2,,Минск
257861233,2,,Unknown
258139446,2,21.8,Санкт-Петербург
258537478,1,22.9,Салават
259030620,2,,Санкт-Петербург
259181669,1,23.1,Новосибирск
259193823,1,20.6,Красноуральск
259255250,1,6.4,Екатеринбург
259751961,2,,Unknown
260072107,2,,Unknown
260172433,1,1.12,Комсомольск-на-Амуре
260362509,1,,Кумертау
260430411,1,13.9,Genova
260514347,2,,Санкт-Петербург
260520902,2,,Волгоград
260618045,1,,Сургут
260723266,1,10.8.1989,Новосибирск
260839079,2,,Ванино
260892050,1,13.6,Минск
261112745,1,6.11.1965,Новочеркасск
261313048,1,23.3.1973,Минск
261373729,2,3.5.1957,Lörrach
261412622,1,12.6.2000,Unknown
261576287,1,11.7.1951,Екатеринбург
261964896,1,2.3,Мурманск
262056391,1,,Самара
262080640,1,13.7.1994,Unknown
262140118,1,,Москва
262201708,1,,Томск
262209137,2,3.3,Tokyo
262651016,1,,Tijuana
262680683,1,4.2,Екатеринбург
262808181,2,1.10.1993,Москва
262871436,1,,Ярославль
263054826,2,,Ильский
263668923,2,,Unknown
263816256,1,,Шымкент
264146636,1,21.8.1969,Москва
264169628,1,2.2,Санкт-Петербург
264586116,2,,Санкт-Петербург
264633493,2,,Сочи
264876096,2,27.4.2007,Boston
265233904,2,24.3,Куса
265248760,1,14.5,Ангарск
265336477,2,,Самара
265596677,1,3.11.2007,Москва
265698585,2,5.5.1992,Киев
265774001,1,17.10.1902,Башмаково
265935908,2,,Москва
266193225,1,1.5.1990,Тольятти
266315114,1,3.3,Челябинск
266336391,1,27.8.1971,Омск
266485856,2,,Киев
266536449,1,,Unknown
266660009,1,,Брест
266748036,1,23.5.1993,Лабытнанги
267017945,1,9.12,Unknown
267165670,2,1.9.2007,Москва
267196120,1,,Краснодар
267989562,2,16.9.1976,Омск
268026503,1,,Unknown
268555482,1,,Unknown
268628021,1,,Пенза
268763791,1,10.5,Москва
269047190,1,,Unknown
269089992,1,2.3.2000,Москва
269563856,2,1.9.1955,Курган
269670047,2,17.4.1986,Unknown
269741636,1,12.10.1973,Казань
269803423,1,,Unknown
269880599,1,5.12.1989,Unknown
269943071,1,,Unknown
270521031,2,7.10,Unknown
270565331,1,,Днепр (Днепропетровск)
270626892,1,,Казань
270717816,1,31.3.1985,Старобельск
270950786,1,,Москва
271031461,1,,Санкт-Петербург
271383314,1,,Ижевск
271980367,2,,Иркутск
272013055,1,9.10,Москва
272033399,2,,Беэр Шева
272727906,2,,Санкт-Петербург
273105927,1,31.1,Москва
273255401,1,18.9,Ставрополь
273272594,2,1.6.1980,Тбилиси
273399069,2,1.1,Бобруйск
273718907,1,10.6.1903,Unknown
273759237,1,17.4,Абакан
274095005,1,,Екатеринбург
274118690,2,,Лабытнанги
274699180,1,,Астана
274802020,1,7.9,Unknown
275293033,2,17.8.2001,Волгоград
275388983,1,,Тюмень
275537821,1,,Unknown
275888796,2,17.1.1940,Unknown
276048993,1,3.12,Unknown
276451494,2,18.10,Междуреченск (поселок)
276842285,2,30.9,Санкт-Петербург
278224736,2,,Unknown
278915887,1,16.4,Алматы
279037678,2,,Москва
279915205,1,21.11.1974,Unknown
280241173,2,,Рославль
280450665,1,,Байконур
280759050,2,12.8.1969,Челябинск
281053902,1,,Алматы
281452336,2,,Москва
281699454,2,,Шымкент
281802610,1,,Unknown
282186983,1,,Актобе
282457699,1,,Харьков
282459167,2,14.5.1972,Брянск
282668250,1,,Unknown
282779995,2,27.6.1976,Пенза
282786135,1,,Бугуруслан
285447174,2,,Астана
285564694,2,27.9.1977,Киров
285811627,2,7.3,Unknown
285819070,1,8.2.1962,Челябинск
286761797,2,27.2.1986,Unknown
287059430,1,26.5.1988,Стризнево (Старосельское с/п)
287739102,1,,Харцызск
287814285,1,24.10.1986,Уфа
287902879,1,3.9.1977,Урай
288227522,2,30.8.1984,Unknown
288388424,1,,Нефтекамск
289271095,1,27.3.1966,Краматорск
290002860,2,13.3.1987,Москва
290090891,1,8.12,Клин
290747014,2,26.12.1939,Тула
290751740,1,,Unknown
290848804,1,13.2,Санкт-Петербург
290927779,1,23.12.1977,Любань
290945750,2,,Екатеринбург
291420199,1,1.9,Ивацевичи
291507648,2,28.11.1984,Тула
291629799,1,29.9.1974,Екатеринбург
292137022,2,3.4,Киев
292578180,1,,Белово
292914253,1,21.12,Unknown
293307080,1,2.6,Москва
293484769,1,,Ишимбай
293846514,1,10.1,Киев
294002813,2,,Брянск
294046463,1,2.2.1984,Тирасполь
294272113,2,21.1.1981,Unknown
294280963,2,21.9,Жуков
294869782,2,,Луганск
294911789,2,14.6,Unknown
295188863,2,,Москва
295240228,2,,Новосибирск
295904582,1,16.7.1970,Unknown
296001800,2,,Unknown
296386864,2,,Волгоград
296581842,2,31.10,Домодедово
296720192,1,13.3.1974,Las Vegas
296789200,1,22.10,Киев
296859479,2,10.11.1984,Большая Джалга
296940861,1,13.4.1976,Unknown
297597551,2,26.2.1978,Тель-Авив
297622973,2,,Unknown
298081810,2,16.11.1956,San Francisco
298088581,1,,Донецк
298203062,1,,Омск
298238083,1,,Астана
298703217,1,,Unknown
299001162,2,12.1.1986,Unknown
299091952,1,3.6.1952,Санкт-Петербург
299102952,1,15.6.1972,Киев
299199521,2,15.11.1972,Новосибирск
299739857,1,,Unknown
300138367,2,8.8.1990,Уфа
300876795,2,,Могилёв
301190869,2,1.1.2000,Unknown
301507174,2,,Unknown
301746204,2,14.12.1988,Unknown
301774733,2,9.1.1998,Unknown
301777089,1,10.5.1948,Тетюши
301871698,2,,Санкт-Петербург
301900260,1,10.6.2001,Санкт-Петербург
301974171,1,12.6.1994,Алматы
301996503,2,,Санкт-Петербург
302259023,1,10.2,Самара
302421422,2,4.10,Unknown
302444987,1,21.3,Unknown
302771540,2,6.6.1988,Лабытнанги
302790658,1,,Unknown
302995271,1,14.6,Донецк
303837726,2,10.9,Святогорск
304041222,1,,Сургут
304049814,1,20.4,Барда
304083130,1,,Калининград
304182831,2,,Unknown
304277041,1,12.11,Москва
304757601,2,26.5.1978,Сочи
305071747,1,,Москва
305121674,2,18.8.1982,Надым
305349788,2,1.11.1971,Москва
305352887,1,7.7,Екатеринбург
305889269,2,,Екатеринбург
305911148,1,7.3,Unknown
306226871,2,,Unknown
306688186,2,8.10.1976,Санкт-Петербург
307038295,1,17.9,Жезказган
307938213,2,,Николаев
307958990,2,,Unknown
307972698,2,26.8.1977,Фастов
308039787,1,31.3,Севастополь
308495164,2,,Unknown
308534288,2,,Сургут
308663039,1,12.12,Красноярск
308749489,1,,Екатеринбург
308762298,2,9.7,Одесса
309479642,1,,Unknown
310217714,2,25.11,Сороки
310255533,2,6.4.1969,Брест
310428589,2,27.2.1901,Unknown
310864864,1,,Восточный
311390084,1,,Unknown
311453398,2,30.11.1963,Астрахань
311491494,1,29.8.1965,Unknown
311807268,1,9.3,Екатеринбург
312488574,2,,Unknown
313035159,1,4.7.1985,Красноярск
313062463,1,4.12.1989,Frankfurt am Main
313111903,1,,Unknown
313133831,1,13.1.2000,Unknown
313191142,2,9.8.1980,Тюмень
314027137,1,,Unknown
314141120,1,,Оренбург
314228868,1,15.4.2009,Почтовое
315320657,1,10.10.1962,Заречный
315427490,2,,Емва
315571907,2,18.7.2000,Unknown
315976052,1,30.1.1969,Москва
316329333,1,29.6.1977,Иваново
316507623,1,2.3,Ростов-на-Дону
316639545,2,,Unknown
316711356,1,,Unknown
317020918,1,13.5.1992,Кагул
317216156,2,20.3.1977,Unknown
317281533,2,19.12.1973,Верхняя Салда
317287730,1,,Unknown
317739467,1,30.11.2000,Лабытнанги
318609850,1,3.4,Тула
318830177,1,4.5,Пермь
318935801,1,,Unknown
319186339,1,29.5,Омск
319242388,1,8.11.1952,Лиепая
319374636,1,14.7.1927,Unknown
319394344,1,17.2.1991,Санкт-Петербург
320400803,1,,Unknown
321518488,1,1.1.1986,Орёл
322160543,1,13.10.1984,Екатеринбург
322432409,1,1.10,Praha
322500252,1,9.10.1976,Кострома
322844020,1,8.6.1971,Челябинск
322984186,1,21.5,Санкт-Петербург
323481589,1,18.8,Санкт-Петербург
324342215,2,6.6.1988,Лабытнанги
324684277,2,,Unknown
324973937,1,,Москва
325003602,1,13.11,Туапсе
325039509,2,6.8.1981,Симферополь
325175647,2,5.1.1991,Казань
325261913,2,6.1.1991,Петрозаводск
325367606,1,17.5.1982,Unknown
325870480,2,,Волгоград
325899334,1,,Unknown
326320402,2,,Unknown
326508715,1,20.1,Барнаул
326609667,2,28.6.1977,Алматы
326812080,1,11.11,Санкт-Петербург
327142436,2,10.4.1965,Unknown
328085233,2,10.7.1986,Unknown
328225170,1,31.1,Unknown
328464991,2,30.7.1986,Сочи
329518258,1,,Unknown
330069071,1,24.4.1950,Муром
330544119,2,6.10.1992,Unknown
331206057,2,5.5.1945,Москва
331351850,1,25.8.1943,Unknown
332092871,1,30.5.1980,Unknown
332272062,2,12.11.1990,Unknown
332393555,2,26.8.1997,Донецк
332532712,2,10.2,Нижний Новгород
332976308,1,5.3.1970,Вилючинск
333685522,1,8.12,Екатеринбург
333994066,2,,Unknown
334457422,1,14.3.1962,Воткинск
334705351,1,12.1,Новороссийск
334818255,2,,Unknown
335067482,1,29.11.1925,Unknown
335970610,2,,Unknown
336244572,1,20.5.1965,Unknown
336548236,2,,Unknown
336610314,1,2.3.2006,Симферополь
337503501,2,,Брянск
338525781,1,,Санкт-Петербург
338916346,2,,Unknown
339385149,2,7.1,Пенза
339609072,2,23.12.1991,Unknown
340738419,2,23.7,Курганинск
341017399,1,,Петропавловск-Камчатский
341703007,2,6.8,Christchurch
342111913,2,,Unknown
342321851,1,18.9.1947,Сосновка
342558530,2,6.3.1977,Пермь
342594641,1,14.6,Петропавловск-Камчатский
342925693,1,3.5,Чехов
343283380,1,,Курган
343396883,2,,Unknown
344411079,2,14.10.1962,Жодино
344631801,2,29.6.1991,Unknown
344909267,1,12.10.1965,Санкт-Петербург
345352987,1,4.5.1990,Благовещенск
345675883,2,25.2.1956,Благодарный
346246159,2,4.5.1984,Ижевск
346661465,2,,Unknown
347090950,2,,Unknown
347348640,1,,Unknown
347453938,1,,Unknown
347968995,1,1.9.1975,Чита
348405332,2,18.5.1972,Абакан
348948909,1,,Москва
349919093,1,30.3,Ровно
351671396,2,1.4,Москва
351755953,1,,Unknown
351946321,2,2.2.1966,Unknown
352479621,2,,Санкт-Петербург
352714891,1,,Unknown
352956313,1,,Unknown
353175493,2,24.1.1961,Unknown
353687446,1,,Донецк
354070827,2,5.7.2000,Unknown
354115843,2,19.11,Москва
354208525,1,23.10,Екатеринбург
354408076,1,,Unknown
354735133,1,25.1.1968,Unknown
355729934,2,6.7,Йошкар-Ола
356375270,1,15.5,Москва
356395214,1,,Unknown
356826010,1,,Unknown
357109201,2,5.8,Челябинск
357220591,1,,Москва
357290491,2,,Москва
357450768,2,,Unknown
357497964,1,,Unknown
358024712,2,29.8.2010,Unknown
358101844,2,,Екатеринбург
358902575,1,21.1.1990,Unknown
359169678,1,21.1,Unknown
359684080,2,28.7,Unknown
359759114,1,,Unknown
360322204,1,1.4,Unknown
360840848,1,11.9.1968,Краснодар
360919500,1,12.9.1987,Тула
360942888,1,7.6.1993,Москва
361519582,2,29.2.1964,Unknown
361618201,1,31.7,Керчь
361693680,1,,Санкт-Петербург
361954010,2,,Омск
361988922,1,,Челябинск
362911865,1,8.1.1901,Орск
363163993,2,,Керчь
363187329,1,26.2.1983,Сочи
363490153,1,23.12.1969,Екатеринбург
363738779,1,27.11.1971,Unknown
363964117,1,,Unknown
364454819,2,,Unknown
365754912,2,2.3.2000,Unknown
366025112,2,,Unknown
366838639,1,7.11.1997,Unknown
366987435,1,,Unknown
367010895,2,17.1.1972,Львов
367328739,1,,Unknown
367733483,2,4.7.1982,Минск
367969219,1,10.5.1970,Железноводск
368691654,1,,Unknown
368701062,1,1.6,Нижний Новгород
369775727,1,,Урай
369790375,1,1.4,Новосибирск
370624969,2,,Unknown
370927821,2,,Москва
371626688,1,25.3.1965,Курган
372541186,1,26.6.1986,Unknown
372666802,2,18.3.1980,Брянск
373065729,2,23.10.1974,Мостовской
373324003,2,16.12,Екатеринбург
373571022,2,24.2.1987,Unknown
373696813,1,18.6,Unknown
373730985,1,2.2.1976,Ставрополь
373889772,2,,Санкт-Петербург
373917470,1,,Unknown
374933894,2,,Unknown
375634239,2,5.5.1981,Харьков
376409912,1,4.6,Unknown
379223765,1,,Самара
380113528,1,10.10.1910,Unknown
380197843,1,,Unknown
380745389,1,,Unknown
381552985,2,,Unknown
382485009,1,1.1,Александрия
382492982,2,7.1,Москва
382633917,1,11.7,Unknown
383120160,1,30.7,Екатеринбург
383324187,2,,Unknown
383419222,1,14.9.1972,Ереван
385788286,2,30.1.2002,Unknown
386078163,2,19.12.1976,Самара
386112199,1,,Москва
386215291,1,4.6.1965,Unknown
388636560,1,1.8,Unknown
388718121,1,7.8,Каменск-Уральский
388726493,2,,Unknown
389302437,2,3.4.1975,Unknown
389944730,1,3.5.1976,Нижнекамск
390221911,1,,Днепр (Днепропетровск)
390272332,1,16.5.1980,Unknown
390530525,1,,Макарьев
390869070,1,18.10,Екатеринбург
391675110,1,,Unknown
393453941,1,,Москва
393477137,1,20.6,Северск
393763771,1,,Unknown
393974342,1,5.12.1969,Unknown
394847681,1,13.5.1985,Торез
395903445,1,19.1.1977,Санкт-Петербург
396287005,1,,Porto
396329057,1,,Санкт-Петербург
396518589,2,,Екатеринбург
396842043,1,16.2,Unknown
396970760,1,1.10.1980,Челябинск
398824392,1,,Калининград
399095100,1,,Unknown
399330629,2,,Unknown
399447650,2,,Unknown
399848305,2,27.12,Unknown
401040351,1,,Unknown
401350556,1,,Москва
401841323,2,,Москва
401941233,1,25.10.1979,Berlin
402584218,1,,Unknown
403018951,2,6.12.1950,Ростов-на-Дону
403141110,1,,Unknown
403164289,1,7.6.1960,Unknown
403188605,1,,Самара
403779482,2,,Unknown
404087623,2,,Unknown
405949532,1,,Санкт-Петербург
406545846,1,,Unknown
407555845,2,15.12.1985,Аргаяш
408005721,1,27.6.1985,Москва
408203777,2,7.12.1991,Unknown
408526726,2,25.2.1972,Ravensburg
411629686,1,9.2.1994,Батырево
411639114,2,16.1,Москва
412668123,1,5.6.1992,Егорьевск
413233546,1,1.4.1987,Unknown
414001369,1,13.12.1972,Unknown
415846807,2,27.2.1949,Unknown
417132650,1,10.5.1989,Москва
417701596,1,22.5.2001,Unknown
419105851,1,,Санкт-Петербург
420183489,1,22.7.1973,Unknown
420744727,1,9.2.1967,Unknown
420782481,2,,Руза
420807739,2,24.9.2006,Unknown
420922026,1,22.6.1970,Санкт-Петербург
421182996,1,11.12,Якутск
422039354,1,8.9.2001,Unknown
422047407,2,,Unknown
423089678,2,,Новосибирск
423771223,2,25.4.1978,Новосибирск
424189280,1,,Unknown
424220662,1,1.1,Сочи
