user_id,sex,bdate,city,birth_year
269741636,1,1973-12-10 00:00:00,Казань,1973
269803423,1,0,Unknown,0
269880599,1,1989-05-12 00:00:00,Unknown,1989
269943071,1,0,Unknown,0
270521031,2,0,Unknown,0
270565331,1,0,Днепр (Днепропетровск),0
270626892,1,0,Казань,0
270717816,1,1985-03-31 00:00:00,Старобельск,1985
270950786,1,0,Москва,0
271031461,1,0,Санкт-Петербург,0
271383314,1,0,Ижевск,0
271980367,2,0,Иркутск,0
272013055,1,0,Москва,0
272033399,2,0,Беэр Шева,0
272727906,2,0,Санкт-Петербург,0
273105927,1,0,Москва,0
273255401,1,0,Ставрополь,0
273272594,2,1980-01-06 00:00:00,Тбилиси,1980
273399069,2,0,Бобруйск,0
273718907,1,1903-10-06 00:00:00,Unknown,1903
273759237,1,0,Абакан,0
274095005,1,0,Екатеринбург,0
274118690,2,0,Лабытнанги,0
274699180,1,0,Астана,0
274802020,1,0,Unknown,0
275293033,2,2001-08-17 00:00:00,Волгоград,2001
275388983,1,0,Тюмень,0
275537821,1,0,Unknown,0
275888796,2,1940-01-17 00:00:00,Unknown,1940
276048993,1,0,Unknown,0
276451494,2,0,Междуреченск (поселок),0
276842285,2,0,Санкт-Петербург,0
278224736,2,0,Unknown,0
278915887,1,0,Алматы,0
279037678,2,0,Москва,0
279915205,1,1974-11-21 00:00:00,Unknown,1974
280241173,2,0,Рославль,0
280450665,1,0,Байконур,0
280759050,2,1969-12-08 00:00:00,Челябинск,1969
281053902,1,0,Алматы,0
281452336,2,0,Москва,0
281699454,2,0,Шымкент,0
281802610,1,0,Unknown,0
282186983,1,0,Актобе,0
282457699,1,0,Харьков,0
282459167,2,1972-05-14 00:00:00,Брянск,1972
282668250,1,0,Unknown,0
282779995,2,1976-06-27 00:00:00,Пенза,1976
282786135,1,0,Бугуруслан,0
285447174,2,0,Астана,0
285564694,2,1977-09-27 00:00:00,Киров,1977
285811627,2,0,Unknown,0
285819070,1,1962-08-02 00:00:00,Челябинск,1962
286761797,2,1986-02-27 00:00:00,Unknown,1986
287059430,1,1988-05-26 00:00:00,Стризнево (Старосельское с/п),1988
287739102,1,0,Харцызск,0
287814285,1,1986-10-24 00:00:00,Уфа,1986
287902879,1,1977-03-09 00:00:00,Урай,1977
288227522,2,1984-08-30 00:00:00,Unknown,1984
288388424,1,0,Нефтекамск,0
289271095,1,1966-03-27 00:00:00,Краматорск,1966
290002860,2,1987-03-13 00:00:00,Москва,1987
290090891,1,0,Клин,0
290747014,2,1939-12-26 00:00:00,Тула,1939
290751740,1,0,Unknown,0
290848804,1,0,Санкт-Петербург,0
290927779,1,1977-12-23 00:00:00,Любань,1977
290945750,2,0,Екатеринбург,0
291420199,1,0,Ивацевичи,0
291507648,2,1984-11-28 00:00:00,Тула,1984
291629799,1,1974-09-29 00:00:00,Екатеринбург,1974
292137022,2,0,Киев,0
292578180,1,0,Белово,0
292914253,1,0,Unknown,0
293307080,1,0,Москва,0
293484769,1,0,Ишимбай,0
293846514,1,0,Киев,0
294002813,2,0,Брянск,0
294046463,1,1984-02-02 00:00:00,Тирасполь,1984
294272113,2,1981-01-21 00:00:00,Unknown,1981
294280963,2,0,Жуков,0
294869782,2,0,Луганск,0
294911789,2,0,Unknown,0
295188863,2,0,Москва,0
295240228,2,0,Новосибирск,0
295904582,1,1970-07-16 00:00:00,Unknown,1970
296001800,2,0,Unknown,0
296386864,2,0,Волгоград,0
296581842,2,0,Домодедово,0
296720192,1,1974-03-13 00:00:00,Las Vegas,1974
296789200,1,0,Киев,0
296859479,2,1984-10-11 00:00:00,Большая Джалга,1984
296940861,1,1976-04-13 00:00:00,Unknown,1976
297597551,2,1978-02-26 00:00:00,Тель-Авив,1978
297622973,2,0,Unknown,0
298081810,2,1956-11-16 00:00:00,San Francisco,1956
298088581,1,0,Донецк,0
298203062,1,0,Омск,0
298238083,1,0,Астана,0
298703217,1,0,Unknown,0
299001162,2,1986-12-01 00:00:00,Unknown,1986
299091952,1,1952-03-06 00:00:00,Санкт-Петербург,1952
299102952,1,1972-06-15 00:00:00,Киев,1972
299199521,2,1972-11-15 00:00:00,Новосибирск,1972
299739857,1,0,Unknown,0
300138367,2,1990-08-08 00:00:00,Уфа,1990
300876795,2,0,Могилёв,0
301190869,2,2000-01-01 00:00:00,Unknown,2000
301507174,2,0,Unknown,0
301746204,2,1988-12-14 00:00:00,Unknown,1988
301774733,2,1998-09-01 00:00:00,Unknown,1998
301777089,1,1948-10-05 00:00:00,Тетюши,1948
301871698,2,0,Санкт-Петербург,0
301900260,1,2001-10-06 00:00:00,Санкт-Петербург,2001
301974171,1,1994-12-06 00:00:00,Алматы,1994
301996503,2,0,Санкт-Петербург,0
302259023,1,0,Самара,0
302421422,2,0,Unknown,0
302444987,1,0,Unknown,0
302771540,2,1988-06-06 00:00:00,Лабытнанги,1988
302790658,1,0,Unknown,0
302995271,1,0,Донецк,0
303837726,2,0,Святогорск,0
304041222,1,0,Сургут,0
304049814,1,0,Барда,0
304083130,1,0,Калининград,0
304182831,2,0,Unknown,0
304277041,1,0,Москва,0
304757601,2,1978-05-26 00:00:00,Сочи,1978
305071747,1,0,Москва,0
305121674,2,1982-08-18 00:00:00,Надым,1982
305349788,2,1971-01-11 00:00:00,Москва,1971
305352887,1,0,Екатеринбург,0
305889269,2,0,Екатеринбург,0
305911148,1,0,Unknown,0
306226871,2,0,Unknown,0
306688186,2,1976-08-10 00:00:00,Санкт-Петербург,1976
307038295,1,0,Жезказган,0
307938213,2,0,Николаев,0
307958990,2,0,Unknown,0
307972698,2,1977-08-26 00:00:00,Фастов,1977
308039787,1,0,Севастополь,0
308495164,2,0,Unknown,0
308534288,2,0,Сургут,0
308663039,1,0,Красноярск,0
308749489,1,0,Екатеринбург,0
308762298,2,0,Одесса,0
309479642,1,0,Unknown,0
310217714,2,0,Сороки,0
310255533,2,1969-06-04 00:00:00,Брест,1969
310428589,2,1901-02-27 00:00:00,Unknown,1901
310864864,1,0,Восточный,0
311390084,1,0,Unknown,0
311453398,2,1963-11-30 00:00:00,Астрахань,1963
311491494,1,1965-08-29 00:00:00,Unknown,1965
311807268,1,0,Екатеринбург,0
312488574,2,0,Unknown,0
313035159,1,1985-04-07 00:00:00,Красноярск,1985
313062463,1,1989-04-12 00:00:00,Frankfurt am Main,1989
313111903,1,0,Unknown,0
313133831,1,2000-01-13 00:00:00,Unknown,2000
313191142,2,1980-09-08 00:00:00,Тюмень,1980
314027137,1,0,Unknown,0
314141120,1,0,Оренбург,0
314228868,1,2009-04-15 00:00:00,Почтовое,2009
315320657,1,1962-10-10 00:00:00,Заречный,1962
315427490,2,0,Емва,0
315571907,2,2000-07-18 00:00:00,Unknown,2000
315976052,1,1969-01-30 00:00:00,Москва,1969
316329333,1,1977-06-29 00:00:00,Иваново,1977
316507623,1,0,Ростов-на-Дону,0
316639545,2,0,Unknown,0
316711356,1,0,Unknown,0
317020918,1,1992-05-13 00:00:00,Кагул,1992
317216156,2,1977-03-20 00:00:00,Unknown,1977
317281533,2,1973-12-19 00:00:00,Верхняя Салда,1973
317287730,1,0,Unknown,0
317739467,1,2000-11-30 00:00:00,Лабытнанги,2000
318609850,1,0,Тула,0
318830177,1,0,Пермь,0
318935801,1,0,Unknown,0
319186339,1,0,Омск,0
319242388,1,1952-08-11 00:00:00,Лиепая,1952
319374636,1,1927-07-14 00:00:00,Unknown,1927
319394344,1,1991-02-17 00:00:00,Санкт-Петербург,1991
320400803,1,0,Unknown,0
321518488,1,1986-01-01 00:00:00,Орёл,1986
322160543,1,1984-10-13 00:00:00,Екатеринбург,1984
322432409,1,0,Praha,0
322500252,1,1976-09-10 00:00:00,Кострома,1976
322844020,1,1971-08-06 00:00:00,Челябинск,1971
322984186,1,0,Санкт-Петербург,0
323481589,1,0,Санкт-Петербург,0
324342215,2,1988-06-06 00:00:00,Лабытнанги,1988
324684277,2,0,Unknown,0
324973937,1,0,Москва,0
325003602,1,0,Туапсе,0
325039509,2,1981-06-08 00:00:00,Симферополь,1981
325175647,2,1991-05-01 00:00:00,Казань,1991
325261913,2,1991-06-01 00:00:00,Петрозаводск,1991
325367606,1,1982-05-17 00:00:00,Unknown,1982
325870480,2,0,Волгоград,0
325899334,1,0,Unknown,0
326320402,2,0,Unknown,0
326508715,1,0,Барнаул,0
326609667,2,1977-06-28 00:00:00,Алматы,1977
326812080,1,0,Санкт-Петербург,0
327142436,2,1965-10-04 00:00:00,Unknown,1965
328085233,2,1986-10-07 00:00:00,Unknown,1986
328225170,1,0,Unknown,0
328464991,2,1986-07-30 00:00:00,Сочи,1986
329518258,1,0,Unknown,0
330069071,1,1950-04-24 00:00:00,Муром,1950
330544119,2,1992-06-10 00:00:00,Unknown,1992
331206057,2,1945-05-05 00:00:00,Москва,1945
331351850,1,1943-08-25 00:00:00,Unknown,1943
332092871,1,1980-05-30 00:00:00,Unknown,1980
332272062,2,1990-12-11 00:00:00,Unknown,1990
332393555,2,1997-08-26 00:00:00,Донецк,1997
332532712,2,0,Нижний Новгород,0
332976308,1,1970-05-03 00:00:00,Вилючинск,1970
333685522,1,0,Екатеринбург,0
333994066,2,0,Unknown,0
334457422,1,1962-03-14 00:00:00,Воткинск,1962
334705351,1,0,Новороссийск,0
334818255,2,0,Unknown,0
335067482,1,1925-11-29 00:00:00,Unknown,1925
335970610,2,0,Unknown,0
336244572,1,1965-05-20 00:00:00,Unknown,1965
336548236,2,0,Unknown,0
336610314,1,2006-02-03 00:00:00,Симферополь,2006
337503501,2,0,Брянск,0
338525781,1,0,Санкт-Петербург,0
338916346,2,0,Unknown,0
339385149,2,0,Пенза,0
339609072,2,1991-12-23 00:00:00,Unknown,1991
340738419,2,0,Курганинск,0
341017399,1,0,Петропавловск-Камчатский,0
341703007,2,0,Christchurch,0
342111913,2,0,Unknown,0
342321851,1,1947-09-18 00:00:00,Сосновка,1947
342558530,2,1977-06-03 00:00:00,Пермь,1977
342594641,1,0,Петропавловск-Камчатский,0
342925693,1,0,Чехов,0
343283380,1,0,Курган,0
343396883,2,0,Unknown,0
344411079,2,1962-10-14 00:00:00,Жодино,1962
344631801,2,1991-06-29 00:00:00,Unknown,1991
344909267,1,1965-12-10 00:00:00,Санкт-Петербург,1965
345352987,1,1990-04-05 00:00:00,Благовещенск,1990
345675883,2,1956-02-25 00:00:00,Благодарный,1956
346246159,2,1984-04-05 00:00:00,Ижевск,1984
346661465,2,0,Unknown,0
347090950,2,0,Unknown,0
347348640,1,0,Unknown,0
347453938,1,0,Unknown,0
347968995,1,1975-01-09 00:00:00,Чита,1975
348405332,2,1972-05-18 00:00:00,Абакан,1972
348948909,1,0,Москва,0
349919093,1,0,Ровно,0
351671396,2,0,Москва,0
351755953,1,0,Unknown,0
351946321,2,1966-02-02 00:00:00,Unknown,1966
352479621,2,0,Санкт-Петербург,0
352714891,1,0,Unknown,0
352956313,1,0,Unknown,0
353175493,2,1961-01-24 00:00:00,Unknown,1961
353687446,1,0,Донецк,0
354070827,2,2000-05-07 00:00:00,Unknown,2000
354115843,2,0,Москва,0
354208525,1,0,Екатеринбург,0
354408076,1,0,Unknown,0
354735133,1,1968-01-25 00:00:00,Unknown,1968
355729934,2,0,Йошкар-Ола,0
356375270,1,0,Москва,0
356395214,1,0,Unknown,0
356826010,1,0,Unknown,0
357109201,2,0,Челябинск,0
357220591,1,0,Москва,0
357290491,2,0,Москва,0
357450768,2,0,Unknown,0
357497964,1,0,Unknown,0
358024712,2,2010-08-29 00:00:00,Unknown,2010
358101844,2,0,Екатеринбург,0
358902575,1,1990-01-21 00:00:00,Unknown,1990
359169678,1,0,Unknown,0
359684080,2,0,Unknown,0
359759114,1,0,Unknown,0
360322204,1,0,Unknown,0
360840848,1,1968-11-09 00:00:00,Краснодар,1968
360919500,1,1987-12-09 00:00:00,Тула,1987
360942888,1,1993-07-06 00:00:00,Москва,1993
361519582,2,1964-02-29 00:00:00,Unknown,1964
361618201,1,0,Керчь,0
361693680,1,0,Санкт-Петербург,0
361954010,2,0,Омск,0
361988922,1,0,Челябинск,0
362911865,1,1901-08-01 00:00:00,Орск,1901
363163993,2,0,Керчь,0
363187329,1,1983-02-26 00:00:00,Сочи,1983
363490153,1,1969-12-23 00:00:00,Екатеринбург,1969
363738779,1,1971-11-27 00:00:00,Unknown,1971
363964117,1,0,Unknown,0
364454819,2,0,Unknown,0
365754912,2,2000-02-03 00:00:00,Unknown,2000
366025112,2,0,Unknown,0
366838639,1,1997-07-11 00:00:00,Unknown,1997
366987435,1,0,Unknown,0
367010895,2,1972-01-17 00:00:00,Львов,1972
367328739,1,0,Unknown,0
367733483,2,1982-04-07 00:00:00,Минск,1982
367969219,1,1970-10-05 00:00:00,Железноводск,1970
368691654,1,0,Unknown,0
368701062,1,0,Нижний Новгород,0
369775727,1,0,Урай,0
369790375,1,0,Новосибирск,0
370624969,2,0,Unknown,0
370927821,2,0,Москва,0
371626688,1,1965-03-25 00:00:00,Курган,1965
372541186,1,1986-06-26 00:00:00,Unknown,1986
372666802,2,1980-03-18 00:00:00,Брянск,1980
373065729,2,1974-10-23 00:00:00,Мостовской,1974
373324003,2,0,Екатеринбург,0
373571022,2,1987-02-24 00:00:00,Unknown,1987
373696813,1,0,Unknown,0
373730985,1,1976-02-02 00:00:00,Ставрополь,1976
373889772,2,0,Санкт-Петербург,0
373917470,1,0,Unknown,0
374933894,2,0,Unknown,0
375634239,2,1981-05-05 00:00:00,Харьков,1981
376409912,1,0,Unknown,0
379223765,1,0,Самара,0
380113528,1,1910-10-10 00:00:00,Unknown,1910
380197843,1,0,Unknown,0
380745389,1,0,Unknown,0
381552985,2,0,Unknown,0
382485009,1,0,Александрия,0
382492982,2,0,Москва,0
382633917,1,0,Unknown,0
383120160,1,0,Екатеринбург,0
383324187,2,0,Unknown,0
383419222,1,1972-09-14 00:00:00,Ереван,1972
385788286,2,2002-01-30 00:00:00,Unknown,2002
386078163,2,1976-12-19 00:00:00,Самара,1976
386112199,1,0,Москва,0
386215291,1,1965-04-06 00:00:00,Unknown,1965
388636560,1,0,Unknown,0
388718121,1,0,Каменск-Уральский,0
388726493,2,0,Unknown,0
389302437,2,1975-03-04 00:00:00,Unknown,1975
389944730,1,1976-03-05 00:00:00,Нижнекамск,1976
390221911,1,0,Днепр (Днепропетровск),0
390272332,1,1980-05-16 00:00:00,Unknown,1980
390530525,1,0,Макарьев,0
390869070,1,0,Екатеринбург,0
391675110,1,0,Unknown,0
393453941,1,0,Москва,0
393477137,1,0,Северск,0
393763771,1,0,Unknown,0
393974342,1,1969-05-12 00:00:00,Unknown,1969
394847681,1,1985-05-13 00:00:00,Торез,1985
395903445,1,1977-01-19 00:00:00,Санкт-Петербург,1977
396287005,1,0,Porto,0
396329057,1,0,Санкт-Петербург,0
396518589,2,0,Екатеринбург,0
396842043,1,0,Unknown,0
396970760,1,1980-01-10 00:00:00,Челябинск,1980
398824392,1,0,Калининград,0
399095100,1,0,Unknown,0
399330629,2,0,Unknown,0
399447650,2,0,Unknown,0
399848305,2,0,Unknown,0
401040351,1,0,Unknown,0
401350556,1,0,Москва,0
401841323,2,0,Москва,0
401941233,1,1979-10-25 00:00:00,Berlin,1979
402584218,1,0,Unknown,0
403018951,2,1950-06-12 00:00:00,Ростов-на-Дону,1950
403141110,1,0,Unknown,0
403164289,1,1960-07-06 00:00:00,Unknown,1960
403188605,1,0,Самара,0
403779482,2,0,Unknown,0
404087623,2,0,Unknown,0
405949532,1,0,Санкт-Петербург,0
406545846,1,0,Unknown,0
407555845,2,1985-12-15 00:00:00,Аргаяш,1985
408005721,1,1985-06-27 00:00:00,Москва,1985
408203777,2,1991-07-12 00:00:00,Unknown,1991
408526726,2,1972-02-25 00:00:00,Ravensburg,1972
411629686,1,1994-09-02 00:00:00,Батырево,1994
411639114,2,0,Москва,0
412668123,1,1992-05-06 00:00:00,Егорьевск,1992
413233546,1,1987-01-04 00:00:00,Unknown,1987
414001369,1,1972-12-13 00:00:00,Unknown,1972
415846807,2,1949-02-27 00:00:00,Unknown,1949
417132650,1,1989-10-05 00:00:00,Москва,1989
417701596,1,2001-05-22 00:00:00,Unknown,2001
419105851,1,0,Санкт-Петербург,0
420183489,1,1973-07-22 00:00:00,Unknown,1973
420744727,1,1967-09-02 00:00:00,Unknown,1967
420782481,2,0,Руза,0
420807739,2,2006-09-24 00:00:00,Unknown,2006
420922026,1,1970-06-22 00:00:00,Санкт-Петербург,1970
421182996,1,0,Якутск,0
422039354,1,2001-08-09 00:00:00,Unknown,2001
422047407,2,0,Unknown,0
423089678,2,0,Новосибирск,0
423771223,2,1978-04-25 00:00:00,Новосибирск,1978
424189280,1,0,Unknown,0
424220662,1,0,Сочи,0
424232419,1,0,Павловский Посад,0
424936110,2,1990-04-24 00:00:00,Вуктыл,1990
425583390,1,0,Калининград,0
426376408,1,0,Верещагино,0
426417595,2,0,Unknown,0
427465611,1,1975-06-01 00:00:00,Москва,1975
427531884,1,0,Unknown,0
428488131,1,0,Unknown,0
428841089,1,1967-06-05 00:00:00,Unknown,1967
429012398,1,0,Unknown,0
429995553,2,1980-01-07 00:00:00,Норильск,1980
431727039,1,1972-01-24 00:00:00,Unknown,1972
431866167,2,1972-02-15 00:00:00,Магнитогорск,1972
432121716,1,1958-08-05 00:00:00,Кемерово,1958
432308871,1,0,Симферополь,0
433950811,1,0,Unknown,0
434748527,1,1972-06-24 00:00:00,Unknown,1972
435162086,1,0,Москва,0
435858332,1,0,Омск,0
436045347,2,0,Unknown,0
436094157,2,1985-07-17 00:00:00,Санкт-Петербург,1985
436289733,1,0,Unknown,0
436462152,2,0,Warszawa,0
436813959,1,1956-08-24 00:00:00,Ростов-на-Дону,1956
437458503,1,0,Unknown,0
437836483,2,0,Unknown,0
438159876,2,1993-02-05 00:00:00,Курган,1993
438299612,1,0,Unknown,0
438445395,1,1962-11-16 00:00:00,Тирасполь,1962
438562485,2,0,Unknown,0
439222809,2,0,Unknown,0
439639661,1,0,Новороссийск,0
440156951,1,0,Unknown,0
441149222,2,1982-01-20 00:00:00,Unknown,1982
441326534,1,0,Unknown,0
441958727,2,0,Unknown,0
442944281,2,0,Санкт-Петербург,0
443245112,1,1960-04-05 00:00:00,Unknown,1960
444644371,1,1970-11-16 00:00:00,Ижевск,1970
445532492,2,1901-01-01 00:00:00,Unknown,1901
445567850,2,0,Unknown,0
445676222,1,1968-01-24 00:00:00,Unknown,1968
445745128,2,1995-10-14 00:00:00,Unknown,1995
446234216,1,1979-05-08 00:00:00,Unknown,1979
446544993,2,1976-01-14 00:00:00,Unknown,1976
447015394,1,0,Unknown,0
447211352,2,0,Крымск,0
448867764,1,1991-03-21 00:00:00,Киров,1991
449185000,2,1962-10-12 00:00:00,Краснодар,1962
449692509,2,0,Казань,0
449796597,2,1991-01-01 00:00:00,Unknown,1991
450025964,2,0,Москва,0
450521421,1,1970-11-14 00:00:00,Ухта,1970
450908685,2,1955-06-15 00:00:00,Пенза,1955
451766268,2,0,Unknown,0
451871561,1,0,Астана,0
452184757,1,0,Челябинск,0
452406119,2,0,Саратов,0
452554500,1,0,Unknown,0
453809748,1,0,Unknown,0
454168222,1,1960-12-16 00:00:00,Нижний Новгород,1960
454361600,2,0,Санкт-Петербург,0
454389832,1,0,Los Angeles,0
455790498,1,0,Unknown,0
456594395,1,1976-11-11 00:00:00,Сочи,1976
456654854,1,1955-12-19 00:00:00,Unknown,1955
457692875,1,1977-04-25 00:00:00,Комсомольск-на-Амуре,1977
458869773,2,1997-01-01 00:00:00,Unknown,1997
459280236,1,0,Саратов,0
459394682,2,1972-06-14 00:00:00,Самара,1972
459426258,1,1966-07-12 00:00:00,Комсомольск-на-Амуре,1966
460406633,2,0,Unknown,0
460942503,1,0,Unknown,0
461344732,1,0,Ростов-на-Дону,0
462081683,2,1996-08-31 00:00:00,Unknown,1996
463897902,1,1973-11-07 00:00:00,Unknown,1973
463953338,2,1965-12-27 00:00:00,Unknown,1965
464328214,2,0,Москва,0
464774437,2,1983-11-02 00:00:00,Кузнецк,1983
464819394,1,0,Санкт-Петербург,0
466352778,2,1984-07-07 00:00:00,Unknown,1984
466819347,1,1959-06-24 00:00:00,Кушеево,1959
467062191,2,0,Рубцовск,0
467398771,2,0,Владивосток,0
467772016,1,1972-05-13 00:00:00,Unknown,1972
467881930,2,0,Киров,0
468344781,1,0,Unknown,0
468453536,2,1965-11-09 00:00:00,Unknown,1965
468713101,1,0,Unknown,0
469783295,1,1974-12-18 00:00:00,Unknown,1974
469792502,1,1960-05-13 00:00:00,Волгоград,1960
470910604,1,0,Москва,0
472958508,2,1973-04-25 00:00:00,Unknown,1973
472980324,1,0,Санкт-Петербург,0
473399812,1,0,Химки,0
476224486,1,0,Тоншаево,0
476355546,1,1965-04-14 00:00:00,Unknown,1965
476551542,2,0,Unknown,0
476746175,2,0,Unknown,0
477340034,1,0,Тбилиси,0
477752048,2,0,Unknown,0
478195514,1,0,Архангельск,0
480140046,1,1962-09-19 00:00:00,Unknown,1962
480590838,1,0,Вязники,0
480663447,1,0,Иркутск,0
481225785,1,1976-11-30 00:00:00,Дубовское,1976
481306637,1,1977-03-10 00:00:00,Новополоцк,1977
482126958,2,0,Unknown,0
482718835,2,0,Unknown,0
483212450,2,1984-10-06 00:00:00,Unknown,1984
484913014,1,0,Москва,0
485591586,1,1981-03-16 00:00:00,Unknown,1981
486216894,1,1966-02-22 00:00:00,Елец,1966
487476373,1,0,Unknown,0
487973716,1,0,Unknown,0
488245302,1,0,Unknown,0
488246181,2,0,Симферополь,0
490599945,2,1945-09-05 00:00:00,Unknown,1945
491628864,2,0,Москва,0
492002495,1,1981-04-12 00:00:00,Unknown,1981
492676647,2,1937-05-03 00:00:00,Ришон ЛеЦион,1937
494011140,1,1988-02-01 00:00:00,Unknown,1988
496110603,1,0,Unknown,0
496124856,1,0,Unknown,0
497722912,1,0,Unknown,0
497778669,1,1992-10-07 00:00:00,Норильск,1992
497924887,1,1969-09-21 00:00:00,Unknown,1969
498241181,2,1988-01-12 00:00:00,Москва,1988
499157795,1,1965-06-19 00:00:00,Unknown,1965
499353450,1,0,Пенза,0
500253612,1,1965-04-06 00:00:00,Unknown,1965
500508354,2,0,Коломна,0
500600217,1,0,Уфа,0
501294472,1,1967-10-02 00:00:00,Unknown,1967
501612987,1,1978-05-15 00:00:00,Unknown,1978
503405828,1,1999-10-17 00:00:00,Telluride,1999
504088581,2,1902-05-07 00:00:00,Unknown,1902
504581640,1,0,Уфа,0
505365194,1,0,Челябинск,0
505607622,2,2005-06-14 00:00:00,Unknown,2005
506884606,2,1995-11-04 00:00:00,Unknown,1995
507158208,1,0,Unknown,0
507462932,1,0,Омск,0
509580088,1,0,Москва,0
509666019,2,0,Севастополь,0
509747589,2,1994-02-16 00:00:00,Москва,1994
510344002,1,1970-03-06 00:00:00,Unknown,1970
511019689,1,1977-02-17 00:00:00,Unknown,1977
511067606,1,0,Тамбов,0
512202354,1,1966-11-15 00:00:00,Unknown,1966
512399125,1,0,Черногорск,0
514045614,1,0,Unknown,0
514055020,1,1973-06-02 00:00:00,Unknown,1973
514777594,2,1996-02-25 00:00:00,Unknown,1996
515370145,1,0,Энгельс,0
516656728,2,0,Unknown,0
516807889,2,1983-01-25 00:00:00,Трехгорный,1983
517258659,1,1952-03-28 00:00:00,Unknown,1952
517493292,1,1982-04-15 00:00:00,Unknown,1982
518492283,2,1980-04-02 00:00:00,Unknown,1980
519423792,1,1980-09-17 00:00:00,Unknown,1980
519733549,2,0,Unknown,0
519838172,1,2004-01-25 00:00:00,Краснодар,2004
519992849,1,0,Unknown,0
520182817,2,1960-04-05 00:00:00,Darkhan,1960
520729261,2,0,Белгород,0
521455178,2,1977-06-03 00:00:00,Баку,1977
521691297,1,0,Cournon-d'Auvergne,0
521762263,2,1979-03-30 00:00:00,Unknown,1979
521949554,1,0,Unknown,0
522805852,2,1902-06-17 00:00:00,Магнитогорск,1902
523072731,2,0,Unknown,0
525818984,1,1969-11-12 00:00:00,Альметьевск,1969
525937346,2,1968-02-22 00:00:00,Санкт-Петербург,1968
526171732,2,1982-06-01 00:00:00,Екатеринбург,1982
526381381,2,1990-06-03 00:00:00,Unknown,1990
526492420,2,1985-05-04 00:00:00,Unknown,1985
526500437,2,1988-10-07 00:00:00,Unknown,1988
526554835,1,1988-04-19 00:00:00,Unknown,1988
526654163,1,1987-02-03 00:00:00,Екатеринбург,1987
526718787,1,1990-07-07 00:00:00,Unknown,1990
527006747,1,1984-06-07 00:00:00,Екатеринбург,1984
527360690,1,1984-07-04 00:00:00,Екатеринбург,1984
529023846,2,2002-12-04 00:00:00,Харьков,2002
529282588,1,1987-03-04 00:00:00,Unknown,1987
530225718,2,0,Unknown,0
530552711,2,1984-10-25 00:00:00,Уренгой,1984
530969795,1,1964-09-03 00:00:00,Москва,1964
532535767,2,1990-12-23 00:00:00,Unknown,1990
532615915,2,1984-01-16 00:00:00,Гомель,1984
533835418,2,1967-12-04 00:00:00,Симферополь,1967
534102989,2,0,Москва,0
535007335,1,0,Unknown,0
540505654,1,0,Москва,0
540843695,1,0,Набережные Челны,0
540936670,2,1989-03-03 00:00:00,Сочи,1989
541072848,1,0,Москва,0
541486981,2,1952-02-02 00:00:00,Макаров,1952
541573531,2,0,Unknown,0
542409541,1,1988-07-03 00:00:00,Самара,1988
543163416,1,1968-08-29 00:00:00,Unknown,1968
543249954,2,1984-05-08 00:00:00,Unknown,1984
543476449,2,0,Unknown,0
544085990,2,1975-12-13 00:00:00,Невинномысск,1975
545413454,1,1977-01-16 00:00:00,Unknown,1977
545613045,2,0,Unknown,0
546069010,1,1968-11-28 00:00:00,Unknown,1968
547535884,1,1959-11-22 00:00:00,Unknown,1959
548005163,1,0,Челябинск,0
548854461,1,0,Unknown,0
549707677,1,1972-08-24 00:00:00,Пермь,1972
550299957,1,1960-01-02 00:00:00,Unknown,1960
550341380,1,1949-12-03 00:00:00,Тихорецк,1949
552053683,1,0,Unknown,0
552086823,1,0,Unknown,0
552684441,1,0,Unknown,0
552809049,1,0,Unknown,0
553288680,2,2000-01-12 00:00:00,Unknown,2000
553321049,1,1968-03-06 00:00:00,Unknown,1968
553966321,1,0,Асбест,0
555753681,1,1991-01-27 00:00:00,Екатеринбург,1991
555756598,1,0,Wiesbaden,0
556042712,2,2005-01-02 00:00:00,Unknown,2005
556252752,2,0,Вольск,0
557782654,1,1967-05-18 00:00:00,Unknown,1967
559307836,1,0,Москва,0
559855309,1,1992-07-10 00:00:00,Heilbronn,1992
563085291,1,0,Los Angeles,0
563669946,1,1965-10-30 00:00:00,Unknown,1965
563904959,1,0,Unknown,0
563906061,1,0,Unknown,0
564017114,1,2002-08-20 00:00:00,Зеленогорск,2002
564022712,1,0,Гродно,0
564184538,1,1955-08-21 00:00:00,Махачкала,1955
564525209,2,1964-01-22 00:00:00,Пенза,1964
565783137,2,1969-01-16 00:00:00,Unknown,1969
566197305,1,0,Barcelona,0
566897056,1,1990-05-13 00:00:00,Москва,1990
567029253,1,1983-05-01 00:00:00,Москва,1983
567051423,1,1983-05-15 00:00:00,Москва,1983
567052335,1,1975-01-05 00:00:00,Москва,1975
567362230,1,1968-02-21 00:00:00,Unknown,1968
567516718,2,0,Москва,0
567574730,1,0,Карабаш,0
567706896,1,1961-07-21 00:00:00,Кировск,1961
568115850,2,0,Unknown,0
569102955,1,1980-02-02 00:00:00,Москва,1980
569105113,1,1987-06-23 00:00:00,Москва,1987
571381190,1,0,Unknown,0
572542905,1,0,Москва,0
572991256,1,1960-02-20 00:00:00,Unknown,1960
573190366,1,1970-04-06 00:00:00,Unknown,1970
574367082,1,1960-02-03 00:00:00,Элиста,1960
574384534,1,1948-12-03 00:00:00,Санкт-Петербург,1948
574387082,2,0,Могилёв,0
